timestamp,AccX
1713205329697,-0.8345146179199219
1713205329764,-0.8581654357910157
1713205329831,-0.9633966064453126
1713205329897,-0.7685018920898438
1713205329964,-0.8837622070312501
1713205330031,-0.8231382751464844
1713205330097,-0.5066963195800781
1713205330164,-0.53408935546875
1713205330231,-0.7554789733886719
1713205330297,-0.3658392333984375
1713205330364,-0.18815872192382813
1713205330431,-0.21315673828125
1713205330497,-0.19160156250000002
1713205330564,0.4655319213867188
1713205330631,0.20043319702148438
1713205330697,0.8355624389648438
1713205330764,0.7117698669433594
1713205330831,1.5614030456542969
1713205330897,1.939816131591797
1713205330963,2.681374053955078
1713205331031,4.049079895019531
1713205331097,4.658013610839844
1713205331164,5.704786834716797
1713205331231,8.392447814941407
1713205331297,6.133046264648438
1713205331364,8.589737548828126
1713205331431,9.286538543701173
1713205331577,9.497449951171875
1713205331631,11.220217437744141
1713205331718,10.44468017578125
1713205331802,9.841284942626954
1713205331886,4.881199493408204
1713205331928,5.69056640625
1713205332041,11.18563934326172
1713205332113,5.880521392822266
1713205332212,8.124205627441407
1713205332302,7.627089385986329
1713205332372,4.2767564392089845
1713205332479,0.6491999816894531
1713205332535,-0.8406518554687501
1713205332581,1.312470703125
1713205332686,1.7588424682617188
1713205332702,2.581531677246094
1713205332805,4.3120829772949225
1713205332895,-0.30222152709960937
1713205332898,-0.30222152709960937
1713205333003,-1.6289126586914062
1713205333039,0.0580792236328125
1713205333138,-0.06421646118164062
1713205333201,0.8355624389648438
1713205333303,-1.222657470703125
1713205333367,1.1274554443359375
1713205333479,0.789158935546875
1713205333554,-4.372706909179688
1713205333572,-8.154891815185547
1713205333675,-1.4898518371582032
1713205333780,-3.02490966796875
1713205333840,-1.8803897094726563
1713205333925,3.569327545166016
1713205333973,-0.9160949707031251
1713205334110,2.668949890136719
1713205334168,-2.7430458068847656
1713205334284,2.2149440002441407
1713205334335,-0.74006103515625
1713205334394,-1.9737954711914063
1713205334484,1.2951068115234377
1713205334515,2.5104295349121095
1713205334586,0.9488768005371094
1713205334666,-3.1751971435546875
1713205334702,-12.529694366455079
1713205334805,-1.6045133972167969
1713205334843,-1.4970368957519533
1713205334938,-4.252506866455079
1713205335005,-1.9838246154785157
1713205335035,2.6508375549316407
1713205335122,0.8574169921875
1713205335229,-8.782835998535157
1713205335231,-8.782835998535157
1713205335331,-4.306993560791016
1713205335423,0.2758763122558594
1713205335500,-0.35161880493164066
1713205335568,-2.0414547729492187
1713205335661,0.14444961547851562
1713205335749,0.4483177185058594
1713205335805,-7.121291198730469
1713205335835,-13.994248809814454
1713205335972,-1.6911831665039063
1713205336106,-2.2035676574707033
1713205336169,1.8269508361816407
1713205336306,-5.507197723388672
1713205336411,3.1954051208496095
1713205336523,-0.7554789733886719
1713205336577,-0.44143203735351566
1713205336667,-1.2307406616210939
1713205336780,-0.13681549072265625
1713205336927,-2.847977600097656
1713205337005,-3.383563842773438
1713205337104,-3.6016603088378907
1713205337211,-2.6203010559082034
1713205337322,-0.16615447998046876
1713205337390,-4.380790100097657
1713205337482,-0.2782713317871094
1713205337526,-1.1234138488769532
1713205337629,-1.2289443969726563
1713205337631,-1.2289443969726563
1713205337702,-0.8930429077148438
1713205337805,-0.16151412963867187
1713205337836,-0.13636642456054687
1713205337934,-0.3050656127929688
1713205338005,-7.748037872314454
1713205338036,-2.6328749084472656
1713205338143,-5.285658416748047
1713205338239,-2.9364436340332034
1713205338308,6.952592010498047
1713205338419,1.171014862060547
1713205338510,-2.4911196899414065
1713205338605,-4.6131069946289065
1713205338674,-5.672454071044922
1713205338780,-0.08951385498046875
1713205338845,-5.90851318359375
1713205338925,1.3790821838378906
1713205339005,0.3276686096191406
1713205339036,1.1526031494140625
1713205339147,-2.82851806640625
1713205339169,1.3051359558105469
1713205339309,-0.1675016784667969
1713205339448,-7.459587707519532
1713205339536,11.912228393554688
1713205339569,12.939841461181642
1713205339666,-23.731200714111328
1713205339713,-1.0198292541503906
1713205339805,-2.43094482421875
1713205339843,-5.037923583984376
1713205339938,-0.052989807128906254
1713205340004,-1.355431365966797
1713205340050,-1.3618679809570313
1713205340104,0.0173638916015625
1713205340229,0.07888595581054687
1713205340231,0.07888595581054687
1713205340310,-5.642067260742188
1713205340369,-0.8828640747070313
1713205340486,-5.737718353271485
1713205340537,-4.285737762451172
1713205340569,-3.074606323242188
1713205340649,6.970854034423828
1713205340780,-16.299754486083984
1713205340886,2.9211753845214847
1713205340904,-1.3222004699707033
1713205341003,-0.6030958557128907
1713205341114,-1.3060340881347656
1713205341165,-0.2363584899902344
1713205341258,1.4066249084472657
1713205341311,1.3178594970703126
1713205341400,-13.428275756835939
1713205341504,-1.3936019897460938
1713205341635,-2.564616851806641
1713205341702,0.7809260559082032
1713205341806,-2.448608093261719
1713205341928,4.472998352050782
1713205341963,2.060614929199219
1713205342060,-0.871787109375
1713205342149,-0.07634124755859376
1713205342251,-1.1473640441894533
1713205342371,2.188748474121094
1713205342498,-8.71113510131836
1713205342581,-1.797312469482422
1713205342636,-1.96152099609375
1713205342794,5.15213607788086
1713205342837,-1.7109420776367188
1713205342936,-12.344679107666016
1713205343005,5.107079772949219
1713205343111,-3.0216165161132813
1713205343175,1.8203645324707032
1713205343241,-0.195194091796875
1713205343313,-1.274000701904297
1713205343439,0.7444020080566407
1713205343523,-2.5873695373535157
1713205343570,-12.137809295654298
1713205343675,-1.6010705566406251
1713205343780,-4.813689880371094
1713205343924,1.4434483337402344
1713205343980,0.6785389709472657
1713205344049,-14.693145446777345
1713205344143,-1.1991563415527344
1713205344242,0.9351054382324219
1713205344351,-0.13576766967773438
1713205344370,-0.8532257080078125
1713205344512,1.2567864990234376
1713205344576,-1.8024018859863282
1713205344666,-4.3507026672363285
1713205344703,0.0484991455078125
1713205344805,-1.8208135986328127
1713205344843,-3.0729597473144534
1713205344938,-1.0750643920898437
1713205344983,-0.1633103942871094
1713205345037,-1.7634828186035156
1713205345104,-7.511529693603516
1713205345229,-0.8349636840820313
1713205345231,-0.8349636840820313
1713205345315,0.3818559265136719
1713205345375,-0.21704864501953125
1713205345447,-1.3760884094238282
1713205345558,2.185155944824219
1713205345605,1.3184582519531252
1713205345708,-4.249064025878907
1713205345805,0.1742376708984375
1713205345893,-1.5612533569335938
1713205345904,-1.3919554138183594
1713205345978,-3.672912139892578
1713205346106,2.4334895324707033
1713205346173,0.4110452270507813
1713205346255,2.9259654235839845
1713205346323,2.1022283935546877
1713205346401,-1.6515156555175783
1713205346475,1.4636563110351564
1713205346512,-0.43424697875976564
1713205346577,-1.4171031188964844
1713205346667,2.235900421142578
1713205346716,1.82021484375
1713205346805,-4.188889160156251
1713205346927,-1.3394146728515626
1713205347055,-3.1187644958496095
1713205347130,-1.5790663146972657
1713205347229,-1.7042060852050782
1713205347231,-1.7042060852050782
1713205347317,-8.775351562500001
1713205347392,4.3384281921386725
1713205347468,-3.3964370727539066
1713205347548,1.332828369140625
1713205347571,1.0379415893554689
1713205347664,0.3860472106933594
1713205347780,0.7491920471191407
1713205347838,0.8283773803710938
1713205347957,-9.429491271972656
1713205347971,-10.547216949462891
1713205348038,-2.236798553466797
1713205348148,-1.7562977600097658
1713205348212,-2.8934829711914065
1713205348317,-0.611927490234375
1713205348451,-4.295766906738281
1713205348573,-4.1182360839843755
1713205348675,2.4602838134765626
1713205348780,-0.6343807983398437
1713205348879,1.3413606262207032
1713205348925,1.8926641845703125
1713205349005,1.0538085937500001
1713205349038,-2.8156448364257813
1713205349136,1.5010784912109376
1713205349184,-0.9491761779785157
1713205349242,-1.3813275146484376
1713205349335,-2.401905212402344
1713205349371,-1.926643524169922
1713205349489,0.10642868041992189
1713205349576,-11.362122344970704
1713205349666,1.8851797485351562
1713205349700,-2.6298811340332033
1713205349805,-0.3956272888183594
1713205349847,-0.10807525634765626
1713205349938,-0.45610153198242187
1713205350006,0.8882528686523438
1713205350099,1.3871653747558594
1713205350229,-1.38192626953125
1713205350320,-1.2338841247558594
1713205350402,-3.8441560363769534
1713205350438,-3.579207000732422
1713205350582,1.8037490844726562
1713205350692,-7.060218200683594
1713205350705,-1.3678555297851562
1713205350805,-2.12677734375
1713205350838,-3.2320788574218753
1713205350987,0.05837860107421875
1713205351114,3.5787579345703127
1713205351165,1.1768527221679688
1713205351290,-13.814622344970704
1713205351322,-3.9700442504882814
1713205351401,-0.6156697082519531
1713205351438,-1.5154486083984375
1713205351535,-3.2323782348632815
1713205351584,1.1141331481933594
1713205351667,-0.02155517578125
1713205351777,-5.263504486083985
1713205351927,-1.287322998046875
1713205352005,0.019609222412109377
1713205352100,-0.7509883117675782
1713205352210,0.566422119140625
1713205352326,-0.2561174011230469
1713205352371,-9.216035156250001
1713205352484,-1.1500584411621095
1713205352589,-3.4382002258300783
1713205352722,3.749253387451172
1713205352805,-0.5718109130859376
1713205352832,-3.523672485351563
1713205352946,4.286785583496094
1713205353005,-1.4615606689453127
1713205353039,-0.2893482971191406
1713205353137,-0.39966888427734376
1713205353217,-0.3153941345214844
1713205353322,1.2693603515625
1713205353441,-8.449179840087892
1713205353592,-2.376009063720703
1713205353699,-2.4888743591308593
1713205353805,3.6010615539550783
1713205353924,-3.932771759033203
1713205354030,4.5566743469238284
1713205354140,-1.003363494873047
1713205354249,0.4225712585449219
1713205354359,0.4613406372070313
1713205354380,0.4722679138183594
1713205354469,2.4107368469238284
1713205354502,0.5867797851562501
1713205354597,-7.727081451416016
1713205354666,-1.0139913940429688
1713205354700,-1.4513818359375001
1713205354803,-3.1927107238769534
1713205354911,3.4317636108398437
1713205355006,-2.9889843750000002
1713205355039,-11.498039703369141
1713205355177,-2.3839425659179687
1713205355288,2.1418959045410157
1713205355301,1.1416758728027345
1713205355459,1.0463241577148439
1713205355506,2.3843916320800784
1713205355572,2.5128245544433594
1713205355638,-2.2737716674804687
1713205355772,0.4194277954101563
1713205355878,-2.4063958740234375
1713205355971,-2.950813751220703
1713205356106,1.0268646240234376
1713205356174,-14.660662994384767
1713205356325,-2.4373814392089845
1713205356408,1.006956024169922
1713205356510,-0.6153703308105469
1713205356601,1.189127197265625
1713205356667,2.0047810363769534
1713205356775,-3.6925213623046877
1713205356927,-1.1764036560058595
1713205357004,-2.528242492675781
1713205357104,-1.6343014526367188
1713205357208,-1.531614990234375
1713205357326,-0.21674926757812502
1713205357396,1.8224601745605469
